Id,Deck,Name,Text,Version
40818,巴隆•葛雷喬伊，海怪之王,失敗的代價,"**當友方單位執行近戰攻擊時，攻擊骰投擲前:**

此次攻擊的所有攻擊骰投擲結果皆視為命中。

此次攻擊結束後，若防守者沒有被殲滅，攻擊者承受**恐慌**和**脆弱**。",2021-S03
40819,巴隆•葛雷喬伊，海怪之王,古道,"**當友方單位執行士氣檢測時，擲骰後:**

若該單位有１枚劫掠標記，他們可以重擲任意檢測骰。

若該單位有2枚劫掠標記，他們直接通過該次檢測。 /
**當友方單位執行攻擊時，攻擊骰投擲後:**

若該單位有１枚劫掠標記，則防守者承受**脆弱**。

若該單位有2枚劫掠標記，他們還可以重擲任意攻擊骰。",2021-S03
40820,攸倫•葛雷喬伊，派克島的掠奪者首領,卑劣手段,"**任意友方輪次開始時:**

棄置另1張戰術卡。
如果你如此做，
從對手的棄牌堆中挑選１張戰術卡，
加入自己的手牌中。

當該張卡片離開你的手牌後，
將該卡片放回對手的棄牌堆中。

將該戰術卡上的任何指揮官姓名
替換成攸倫‧葛雷喬伊。",2021
40821,攸倫•葛雷喬伊，派克島的掠奪者首領,狡猾計策,"**當友方戰鬥單位啟動時:**

此單位此輪次不能執行任何行動。
此外，另1個友方戰鬥單位可以
執行１次佈陣、行軍，
或是撤退行動。

若此單位是攸倫‧葛雷喬伊的單位，當其執行此行動前，
１個長距離內的敵方單位承受**脆弱**。",2021
40822,攸倫•葛雷喬伊，派克島的掠奪者首領,鬥智鬥勇,"**任意友方輪次開始時:**

標記１個戰術區域。

當該戰術區域在此回合被宣告時，結算戰術區域效果後，
沒有宣告該戰術區域的玩家可以
立刻執行該戰術區域的效果。",2021
40823,艾里•艾枚克，破砧者,鍛鐵的耐力,"**當敵方單位執行近戰攻擊時，防禦骰投擲後:**

標記防守者他們格擋+1點命中。若標記的是葛雷喬伊單位，將此卡附屬至該單位直至此局遊戲結束。當此卡附屬期間，依據該單位擁有的劫掠標記，獲得下述加成效果*(效果可以累加)*:

**•1+:**每當此單位被攻擊，攻擊結束後，1個交戰的敵方單位承受**力竭**。

**•2+:**每當此單位通過士氣檢測，他們回復1點傷害。",2021-S03
40824,艾克•艾枚克，破砧者,精鋼的力量,"**當友方單位執行近戰攻擊時，
攻擊骰投擲前:**

從攻擊者移除任意數量的劫掠標記。
依據每個移除的標記，選擇１項:

•該次攻擊可以重擲任意攻擊骰。
•該次攻擊獲得**精準**。
•該次攻擊獲得**兇狠**。


*(被移除的劫掠標記在該次攻擊中還是會觸發其效果。)*",2021
40825,艾里•艾枚克，破砧者,黃金的利誘,"**當友方單位執行士氣檢測時，擲骰後:**

該單位可以投擲此次檢測的任意骰子。若成功，若標記的是葛雷喬伊單位，將此卡附屬至該單位直至此局遊戲結束。

當此卡附屬期間，依據該單位擁有的劫掠標記，獲得下述加成效果*(效果可以累加)*:

**•1+:**士氣檢測結果+1。

**•2+:**若此單位將要獲得1枚，可以改為回復1點傷害。",2021-S03
40826,貝勒•布萊克泰斯，黑潮島領主,猛烈回擊,"**當敵方單位完成近戰攻擊後：**

若防守者沒有被殲滅，則攻擊者依據防守者已被殲滅的排數承受２點傷害。

若防守者是貝勒•布萊克泰斯的單位，攻擊者還會承受**恐慌**。",2021
40827,貝勒•布萊克泰斯，黑潮島領主,布萊克泰斯的憤恨,"**任意輪次開始時：**

將此卡附屬到１個友方戰鬥單位上。若該單位有回復任何傷害，移除此卡。

當此單位執行近戰攻擊時，
依據其已被殲滅的排數，選擇１項：

•此次攻擊獲得命中結果＋１，
並依據此單位已被殲滅排數獲得＋１攻擊骰。

•該次攻擊獲得**兇狠**，
若防守者恐慌檢測失敗，
則依據此單位已被殲滅排數承受＋１點傷害。",2021
40828,貝勒•布萊克泰斯，黑潮島領主,布萊克泰斯的信念,"**當友方單位執行士氣檢測時，
擲骰後：**

此單位依據自身已被殲滅排數獲得檢測投擲結果＋１，
並依據所有與之接戰的敵方單位
已被殲滅排數獲得額外＋１。",2021
40829,裂顎 達格摩，軍隊教頭,對榮耀的渴望,"**任意輪次開始時：**

將此卡附屬到１個友方戰鬥單位上，
直至該回合結束。

附屬期間，
此單位視作擁有２枚劫掠標記，
且近戰攻擊獲得命中結果＋１。

同時附屬期間，該單位承受防禦骰投擲結果－１。",2021
40830,裂顎 達格摩，軍隊教頭,協同戰術,"**任意輪次開始時：**

標記彼此短距離內的２個友方步兵單位。

直至此輪次結束，
該單位彼此獲得對方的所有非先天能力。

你可以立即從兩者中觸發１個未使用過的「輪次開始時」時機的號令。",2021-S02
40831,裂顎 達格摩，軍隊教頭,鋼鐵換取的知識,"**任意輪次開始時：**

你可以從１個友方單位棄置1枚劫掠標記，若你如此做，選擇１項：

•將１張戰術卡從你的棄牌堆中返回你的手中。

•你可以看對手的手牌並棄置１張戰術卡。",2021-S03
40901,馬泰爾核心卡組,地利優勢,"**當敵方單位執行衝鋒行動，
在該行動結算前：**

若該敵方單位衝鋒的是正面，
當衝鋒距離骰投擲結果為３或更少時，該敵方承受散漫衝鋒。

若該次衝鋒為散漫衝鋒，他們承受**脆弱**。",2021
40902,馬泰爾核心卡組,不屈不撓,"**當友方單位執行恐慌檢測時，
擲骰後：**

本次檢測中該單位可以重擲任意骰子。
若你控制 [SWORDS]，自動通過本次檢測。

標記該單位長距離範圍內的１個
敵方並附屬此卡至該單位處，
直至該單位成為 [SWORDS] 的目標或直
至1個友方戰鬥單位被殲滅。
附屬期間，該敵方單位承受
士氣檢測擲骰結果－２。",2021
40903,馬泰爾核心卡組,洛伊拿人的復仇,"**任意輪次開始時：**

標記1個敵方戰鬥單位，並將此卡
附屬至該單位直至遊戲結束。當
友方步兵或騎兵單位被殲滅時，
放置1枚號令標記在此卡上。

此卡擁有標記期間，每當該單位
執行攻擊時，每有結果為１的攻
擊骰，該單位承受１點傷害。此
卡擁有標記期間且此單位的對手
控制 [CROWN] 時，每當此單位作為戰術
區域目標對象時，在結算該區域
效果前，此單位承受１點傷害。",2021
40904,馬泰爾核心卡組,砂之外交,"**任意回合開始時：**
你的對手選擇１個戰術區域。接著，你選擇１個戰術區域。在此回合中第一個宣告這些戰術區域的玩家，在結算該區域效果前，宣告這些戰術區域玩家的對手可以選擇至多2個敵方戰鬥單位。他們承受**脆弱**和**力竭**。",S04
40905,馬泰爾核心卡組,炎炎灼日,"**當敵方戰鬥單位啟動時：**

將此卡附屬至該單位直至
他們成為 [SWORDS] 的目標。

附屬期間，該單位依據遊
戲當前的回合數，承受下
述效果 (效果可以累加):
**２＋:** 單位無法成為友方戰術卡的目標對象。
**３＋:** 單位的攻擊承受命中結果－１。
**４＋:** 單位無法恢復傷害。",2021
40906,馬泰爾核心卡組,狡猾計策,"**當友方戰鬥單位啟動時：**

此單位此輪次不能執行任何行動。
此外，另１個友方戰鬥單位可以
執行１次佈陣、行軍，或是撤退行動。

若你控制 [SWORDS]，在該單位結算行動前，１個長距離內的敵方單位承受**脆弱**。",2021
40907,馬泰爾核心卡組,沙丘戰術,"**當敵方單位執行近戰攻擊，
攻擊骰投擲前：**

若防禦者比攻擊者擁有相同或
更多已被殲滅的排數，此次
攻擊骰以最低骰數投擲。
若你控制 [CROWN]，此次攻擊結束
後，攻擊者承受**脆弱**和**恐慌**。",2021
40908,奧柏倫•馬泰爾，多恩親王,猝不及防,"**當敵方戰鬥單位啟動時：**
該單位承受**脆弱**。
將此卡附屬至該敵方單位直至脆弱標記被移除。此卡附屬期間，每當此單位攻擊時，承受命中結果-1。
此卡附屬期間，每當此單位攻擊奧柏倫•馬泰爾的單位時，攻擊骰投擲前，此單位承受**力竭**。",S04
40909,奧柏倫•馬泰爾，多恩親王,阻截號令,"**當你的對手標記１個單位作為戰術區域的對象時：**

投擲１Ｄ６骰。若為３＋，則你的對手必須指定另一個不同的單位*（若情況允許）*。

若你控制[CROWN]，你可以重擲骰子。

若新標記的單位在奧柏倫單位的長距離範圍內，他們承受1枚狀態標記。",2021-S03
40910,奧柏倫•馬泰爾，多恩親王,紅毒蛇的惡名,"**當敵方戰鬥單位啟動時：
**若該敵方位於奧柏倫•馬泰爾的單位長距離範圍內，該敵方單位此輪次承受-2 [MOVEMENT]。
若該敵方此輪次衝鋒失敗，他們承受**脆弱**。/

**任意輪次開始時：**

選擇１項：
• *抽取１張戰術卡。*
• *若奧柏倫•馬泰爾的單位處於交戰狀態，從你的戰術卡堆或棄牌堆中搜索１張指揮官戰術卡並加入至你的手牌中。*",S04
40911,道朗•馬泰爾，陽戟城領主,錯誤議程,"**當敵方ＮＣＵ啟動時：**

若該ＮＣＵ此輪次有宣告戰術區域，在該區域效果結算後，你可以移動該非戰鬥單位至任意未被宣告的區域。

若你從 [CROWN]　移除該非戰鬥單
位，選擇１個敵方戰鬥單位。
他們承受１枚狀態標記。",2021
40912,道朗•馬泰爾，陽戟城領主,連本帶利,"**當友方戰鬥單位啟動時：**

該單位此輪次無法執行行
動。標記短距離範圍內的１
個敵方單位。該敵方單位啟
動但無法執行任何行動。

若是選擇阿利歐•何塔所在的
單位作為目標時，你可以讓這
兩個單位都恢復２點傷害。",2021
40913,道朗•馬泰爾，陽戟城領主,時機成熟,"**當友方ＮＣＵ宣告 [CROWN] 時：**

將該戰術區域效果替換為：
所有敵方戰鬥單位承受**脆弱**。",2021
40914,奧芭婭•沙德，長姊,持續攻擊,"**當友方單位執行近戰攻擊，攻擊骰投擲前：**
若此單位在此輪次開始時與防守者接戰，此單位可以用最高骰數攻擊。
若標記的是奧芭婭的單位，還可以重擲任意攻擊骰。",S04
40915,奧芭婭•沙德，長姊,魯莽打擊,"**當友方單位執行近戰攻擊，
攻擊骰投擲前：**

此單位的近戰攻擊獲得**致命一擊**和**精準**。
依據每顆攻擊骰出現1的結果，則此單位承受１點傷害。

若此目標為奧芭婭•沙德的單位，
此次攻擊可以用最高骰數投擲。",2021
40916,奧芭婭•沙德，長姊,荒漠伏擊,"**當敵方單位完成行動後：**

若他們完成行動後位置在
奧芭婭•沙德單位的長距離範圍
內，他們承受**恐慌**和**力竭**。/

**任意輪次開始時：**

抽取１張戰術卡。",2021
40917,哈曼•烏勒，獄門堡伯爵,戒備衝鋒,"**當友方單位遭受衝鋒，在攻擊單位近戰攻擊行動結算前：**

若該友方單位未與其他敵方單位接戰，且本次衝鋒接戰在正面或側翼，該友方單位可以在攻擊單位近戰攻擊行動結算前對其執行1次近戰攻擊。",2021
40918,哈曼•烏勒，獄門堡伯爵,持久作戰,"**友方輪次開始時：**

標記１個友方戰鬥單位並將此卡附屬至該單位直至遊戲結束。

附屬期間，該單位的近戰攻擊依據遊戲當前回合獲得下
述效果*（效果可以累加）*：

**３＋:** 可以重擲任意未命中骰

**４＋:** **破甲**

**５＋:** **致命一擊**

**６＋:** 攻擊骰數量＋２",2021
40919,哈曼•烏勒，獄門堡伯爵,惡意休戰,"**當敵方單位通過士氣檢測時:**

標記該敵方單位長距離範圍內的１個友方戰鬥單位。該友方單位回復２點傷害，並依據被殲滅排數額外回復＋１點傷害。",2021
40920,戴蒙˙沙德，復仇的騎士,復仇的慾望,"**任意回合開始時：**

標記１個友方戰鬥單位。
該單位執行１次攻擊行動。

若標記的是戴蒙•沙德的單位，獲得命中結果＋１。

攻擊完成後，
你的對手可以啟動１個ＮＣＵ。",2021
40921,戴蒙˙沙德，復仇的騎士,協調密謀,"**當友方單位完成近戰攻擊後:**

標記攻擊者長距離內的另１個友方戰鬥單位。
該單位執行１次佈陣或撤退行動。",2021
40922,戴蒙˙沙德，復仇的騎士,徒勞無功,"**當友方單位被近戰攻擊並通過恐慌檢測後：**

標記該攻擊者。他們依據友方單位每個剩餘排數承受２點傷害。

若防守者是戴蒙•沙德的單位，攻擊者還會承受**力竭**。",2021
40923,傑拉德˙戴恩，暗黑之星,孤獨的騎士,"**任意友方輪次開始時:**

標記傑拉德˙戴恩的單位。若長距離範圍內沒有其他的單位，傑拉德的單位可以執行１次佈陣或行軍行動。 /
**任意輪次開始時:**

抽取1張戰術卡。",2021-S03
40924,傑拉德˙戴恩，暗黑之星,意圖政變,"**敵方輪次開始時:**

標記戰術版上的1個戰術區域。

直至該輪次結束，當敵方ＮＣＵ宣告該戰術區域，傑拉德˙戴恩的單位可以執行1次衝鋒行動。/

**任意輪次開始時:**

抽取1張戰術卡。",2021
40925,傑拉德˙戴恩，暗黑之星,魯莽打擊,"**當友方單位執行近戰攻擊，
攻擊骰投擲前：**

此單位的近戰攻擊獲得**致命一擊**和**精準**。
依據每顆攻擊骰出現１的結果，則此單位承受１點傷害。

若此目標為傑拉德˙戴恩的單位，
此次攻擊可以用最高骰數投擲。",2021
41001,波頓核心卡組,無情的範例,"**當友方單位完成近戰攻擊後：**

若此次攻擊有殲滅敵方任一排，
標記該單位長距離內的另１個敵方單位。
該單位承受**恐慌**。
若此次攻擊有殲滅敵方單位，同時在短距離內放置１個擁有
下述關鍵字的屍堆地形板塊，且不得與其他地形重疊。

•**阻礙**

•**嚴酷的提醒**：
短距離內的敵方單位承受士氣檢測投擲結果－１，且恐慌檢測失敗時承受＋１點傷害。",2021
41002,波頓核心卡組,嚴酷的懲罰,"**任意輪次開始時：**

標記1個友方戰鬥單位並將此卡附屬到該單位直至此局遊戲結束。該單位承受**恐慌**。

此卡附屬期間，此單位的近戰攻擊總是可以投擲最高骰數，並且獲得**破甲**。
每當此單位恐慌檢測失敗，承受+1點傷害。",2021
41003,波頓核心卡組,吾刃尚鋒,"**當友方單位執行近戰攻擊，
攻擊骰投擲前：**

此次攻擊獲得**精準**。

若防守者處於**恐慌**，
此次攻擊還可以重擲任意
攻擊骰。",2021
41004,波頓核心卡組,殘虐遊戲,"**任意敵方輪次開始時：**

你的對手選擇１項：
*（你的對手選完後由你選擇目標對象）*

•標記至多２個敵方戰鬥單位。
他們承受**恐慌**。

•標記１個接戰的敵方單位。
該單位承受２點命中，
並依據所有與之接戰的友方單位剩餘排數獲得額外＋１點命中。",2021
41005,波頓核心卡組,殘忍手段,"**任意輪次開始時：**

標記１個敵方戰鬥單位。
你可以從該單位上消耗１枚恐慌標記。
若你如此做，選擇２項：

•該敵方單位承受**脆弱**。
•該敵方單位承受**力竭**。
•１個長距離內的友方步兵單位
回復２點傷害。
*（此項可以累加使用）*",2021
41006,波頓核心卡組,被剝皮的人沒有秘密,"**當單位被作為能力或戰術卡
的目標時：**

你可以消耗該單位長距離範圍內的１個敵方單位的１枚狀態標記。

若你如此做，
取消該能力或戰術卡效果。",2021
41007,波頓核心卡組,恐懼使人生存,"**當敵方恐慌檢測失敗時：**

標記該單位長距離範圍內任意數量的友方單位。

依據該單位恐慌檢測失敗造成的傷害，
回復這些單位等量的傷害*（總共）*。",2021
41008,拉姆斯˙雪諾，惡毒的繼承人,剝皮蒐藏家,"**任意輪次開始時:**

將此卡附屬至1個友方單位直至該局遊戲結束。

每當此單位殲滅敵人排數，放置1枚號令標記在此卡上。
與此單位交戰的敵方單位依據此卡上的號令標記承受恐慌檢測結果-1，至多-2。",2021
41009,拉姆斯˙雪諾，惡毒的繼承人,投機取巧,"**當友方單位執行攻擊，
攻擊骰投擲前：**
 
若防禦者該回合尚未啟動，
該次攻擊可以重擲任意攻擊骰，
且獲得**精準**或**兇狠**。
 
若攻擊者是拉姆斯˙雪諾的單位，則獲得兩項。",2021
41010,拉姆斯˙雪諾，惡毒的繼承人,人皮戰利品,"**當友方單位完成近戰攻擊後:**

若此次攻擊有殲滅敵方排數，攻擊者短距離內的1個友方單位回復1點傷害，依據防守者被殲滅的排數回復+1點傷害。",2021
41011,盧斯˙波頓，恐怖堡領主,耳語威脅,"**當敵方ＮＵＣ啟動時：**

若該ＮＣＵ有在此輪次有宣告戰術區域，
在結算完戰術區域效果後，
標記１個敵方戰鬥單位。
該單位承受**脆弱**。

接著標記１個敵方戰鬥單位，
該單位承受**恐慌**。",2021
41012,盧斯˙波頓，恐怖堡領主,發現破綻,"**當敵方單位完成行動後：**

該敵方單位承受**脆弱**和**恐慌**。

將此卡附屬到該敵方單位上，
直至此回合結束。

附屬期間，
當盧斯•波頓的單位攻擊該敵方單位時，
該敵方單位失去所有能力，
同時不能作為友方的戰術卡的目標對象。",2021
41013,盧斯˙波頓，恐怖堡領主,恐怖堡的秘密,"**當友方單位完成近戰攻擊，若有殲滅敵人排數:**

將此卡附屬至攻擊者短距離範圍內的1個友方步兵單位。
所有與之接戰的敵方單位承受**恐慌**。
附屬期間，每當短距離內的敵方單位啟動時，該敵方承受**恐慌**。",2021
41014,鋼腿沃頓，護衛隊長,恐懼的代價,"**當敵方單位恐慌檢測失敗時:**

標記該敵方單位長距離內的1個友方戰鬥單位。
他們可以執行1次佈陣行動。",2021
41015,鋼腿沃頓，護衛隊長,疾風侵略,"**當友方單位執行衝鋒行動時，
衝鋒距離骰投擲前：**

該次衝鋒距離骰投擲結果視作６，
同時該次近戰攻擊獲得**致命一擊**。

攻擊完成後，
除非該攻擊者是鋼腿沃頓的單位，
該單位承受**脆弱**。",2021
41016,鋼腿沃頓，護衛隊長,嘲諷,"**當敵方戰鬥單位啟動時：**

標記長距離範圍內的１個友方單位。

若該敵方單位可以攻擊或衝鋒被標記的單位，但此輪次宣告了攻擊或衝鋒該單位以外的其他行動，執行行動前，該敵方承受**脆弱**和**力竭**。",2021-S03
